radius,angle,channel
518.3074279326964,-1.862828563741713,black
465.50078925939425,-1.7899910267628831,black
464.8814476801498,-1.9642353878925358,black
426.372711214543,-1.8935094917728614,black
390.52391062912966,-1.5995314190469283,black
401.04058225569355,-1.9709252957318748,black
353.0838029390376,-1.8291824998964634,black
361.8200837708055,-1.1439939948439313,black
340.80719453585806,-1.2889767737126403,black
317.77692424234107,-1.6218612299511372,black
386.9748536995515,-0.8065647871041203,black
270.4494004601481,-1.6604718398843403,black
288.445045733866,-2.0237111940983987,black
290.92081927912784,-1.1006970302696226,black
309.13230454865914,-2.169507267969709,black
246.52596415038596,-1.346718810742119,black
335.27087197092254,-0.7824093855715201,black
247.07138829926447,-1.8929281598856478,black
377.23276537858186,-0.59794920692464,black
740.8679254616419,-0.29071825982526683,black
190.56439817082116,-1.8266163716037576,black
265.32064689858595,-2.4144799781446205,black
217.50390482928267,-2.2416959640733913,black
172.54661976771598,-1.3022621206165397,black
207.99056228992674,-0.7873798166591056,black
440.17956421923776,-0.3413702494331668,black
644.4745552795719,-0.22114374102752693,black
533.2465325386682,-0.25665481158607684,black
581.2851228594973,-0.2314892763586517,black
261.15202797521,-0.45327944700085515,black
162.0477002965033,-0.6522780945093738,black
229.49869681937653,-2.7510746288425363,black
80.80898089311758,-1.7602759242788646,black
498.9715888827727,-0.15770125748448824,black
80.62132114918344,-0.9669200799056382,black
413.50123549711503,-0.11479257599425428,black
115.65679243790014,-2.7572761294296315,black
293.1703686007895,-0.12779115265727975,black
179.72381633707488,-0.14721564853505686,black
204.446908113828,-3.0319919402910065,black
12.996372522153246,-0.18281291633318916,black
81.79115610055975,-0.016661408909852914,black
61.33432127786833,2.9506997574585236,black
151.4808148101165,0.15000198345851984,black
297.1617859300009,3.0619649701004708,black
390.2322438701824,0.0863052771211338,black
293.3601651283764,0.176942026864261,black
73.50143412171735,1.0467405433944934,black
203.64751111734353,0.3281670303153875,black
94.68490420562732,2.0807622074601846,black
266.6752088010004,2.8225792922307096,black
167.22420204391906,2.554466547400424,black
350.3902664149132,2.856228409116348,black
289.1255437219883,0.3481478486051387,black
145.9488361772149,1.0644753251752934,black
138.33712588163664,1.3389989269814584,black
157.44253816411643,2.0907240631030355,black
212.2980174076721,0.7115805270509981,black
363.508794538935,0.4002398916939705,black
285.992316816339,2.5744694832365873,black
345.4375430690296,2.648093684304238,black
427.7668558664135,2.708211144411237,black
218.8935223845884,1.1829734888080035,black
206.1677586067154,1.4990465414908942,black
223.6936574934611,1.951988698311233,black
304.0004003725074,2.338941389396965,black
499.6064461857989,2.666259354567902,black
377.61240389865037,2.481201127265782,black
431.5414495379112,2.550073511444618,black
287.1419047103192,1.1633680987916073,black
323.01423371083894,0.9655646105219536,black
333.52153954383255,2.141655863721641,black
399.4589134201367,2.341294293545799,black
554.635028731191,2.5963723600355118,black
520.6214316791995,2.4181446791660286,black
655.0847180988676,2.5512735093697496,black
645.3712346575567,2.447901322903621,black
761.6296053652726,2.445051765704327,black
251.44360581431715,-1.028459607457356,cyan
269.4083454727703,-0.9079693456261372,cyan
314.3561526226614,-0.7417077833941075,cyan
218.1635661685125,-1.2403824200068105,cyan
327.061027633852,-0.63256186820842,cyan
232.57496691583447,-0.9152290212741586,cyan
251.21507178232747,-0.812374840538466,cyan
383.800021273932,-0.48922194988856743,cyan
174.0295309659936,-1.6583657532186096,cyan
173.301480183921,-1.3863739661495833,cyan
295.7717372662485,-0.6138193785698669,cyan
190.739154852447,-1.0386390460607402,cyan
331.1066847626713,-0.4986985270206736,cyan
372.1951066629433,-0.4070788834659122,cyan
140.9689926575361,-1.7219016471609259,cyan
144.7284295549962,-1.9697485100927619,cyan
354.09434991826134,-0.36490617295741656,cyan
404.5759842317728,-0.289157379889888,cyan
148.198722595571,-2.3602859440543886,cyan
356.1105458225011,-0.2944927892615599,cyan
377.10916526786923,-0.22289834621702195,cyan
120.69140904666197,-2.390519169227896,cyan
148.99529047028653,-2.724469941354602,cyan
173.68005584901326,-2.7927681120287455,cyan
364.31065755458064,-0.09170607963361538,cyan
136.59947062911317,-2.9993656971085603,cyan
380.8329590849281,-0.016708083530909603,cyan
178.23970875558558,3.1267957073127084,cyan
352.38463175929945,0.0585982491867247,cyan
156.17575313420946,2.9831771722816347,cyan
164.84973719424696,2.8165968929900376,cyan
351.7023827148317,0.16750645420854698,cyan
197.87843663398328,2.7819715128868268,cyan
176.2392999077516,2.6727318611435744,cyan
370.0642242944616,0.23630739530747272,cyan
328.53006839403145,0.2795128132587857,cyan
195.26267834092624,2.569965762846231,cyan
351.8446077444911,0.356029312683036,cyan
214.44883056372942,2.5271108006858904,cyan
332.1014194844087,0.43064249933366555,cyan
215.2611277125161,2.4172750077766825,cyan
319.67082333550934,0.5049220240303797,cyan
313.8393282103975,0.6289771269024904,cyan
295.25189750082376,0.684297813802871,cyan
246.1413428859457,2.2427149054218227,cyan
281.0315998543346,0.7749749924694986,cyan
264.3775116610461,1.022600859343057,cyan
277.7595274110296,0.9797334394765687,cyan
277.31802383526366,2.1261753464346396,cyan
257.4946298087816,1.94540815671193,cyan
260.31182176125697,1.283428935854487,cyan
276.153251767398,2.0373639286414487,cyan
262.64014161520436,1.575442230256117,cyan
274.7470313300605,1.7213945720208705,cyan
288.0338167850748,1.8530383346284929,cyan
279.7369972066046,1.482097562814454,cyan
279.8082702692627,1.535837403146368,cyan
307.55554342362274,1.8380493929471327,cyan
380.99502148977865,-1.383934581745758,red
367.6191412970266,-1.4184754054413196,red
367.06070893485133,-1.3656341045232956,red
369.2102195276337,-1.316780828191188,red
356.70143042510784,-1.4562210552603496,red
350.1626697979855,-1.405029735728994,red
355.3743915269537,-1.321206461877818,red
343.5245000525032,-1.3662437907403677,red
326.2219968866781,-1.4639794018753192,red
524.4709586661098,-0.27488947582623907,red
506.21058260923274,-0.2850778443039857,red
481.58431669421225,-0.25690012474291274,red
502.4105041446602,-0.2419233564202427,red
512.1593107185273,-0.21119401348743735,red
482.3368669760965,-0.20960742305647542,red
246.54656941047753,-2.9771401489634663,red
271.5031235390147,-3.0443403832922065,red
259.80102636521207,-3.074712072821122,red
235.54485124277593,-3.089083011336005,red
271.32770476039457,3.113441027747698,red
245.65666174623766,3.0819729304421215,red
228.90070473287287,3.0644639867667234,red
268.8587051118912,3.0311344089113477,red
421.61055287244056,2.5137992740608537,red
463.1592305888551,2.5569006282250637,red
445.7597135773086,2.5003848722433513,red
462.78579367994257,2.5089440185407628,red
449.3464191873153,2.4469333454056854,red
488.16339888986465,2.493630466521391,red
474.82653710706904,2.445041558247421,red
536.4766497628862,-1.877985637656456,magenta
541.2756644903056,-1.9716740872078546,magenta
513.6302119412279,-1.8070477426351668,magenta
494.6982592351822,-1.8204414403586948,magenta
513.5086897243681,-1.9586710065595754,magenta
481.784150809078,-1.9098088396239101,magenta
497.2359800579927,-1.9940298587784986,magenta
450.5380451223423,-1.6691043490922588,magenta
459.580744306639,-1.8968803436092605,magenta
441.34721356516576,-1.823203719695113,magenta
418.46780858359256,-1.7418216186934767,magenta
410.39052889125435,-1.5591490996259947,magenta
440.1761233685076,-1.9826843893145014,magenta
410.87960099303893,-1.8958547032233113,magenta
426.21672045510934,-2.0492156878979575,magenta
392.3062524875309,-2.0596142972112985,magenta
357.8793617073242,-1.9193217721781075,magenta
359.3963837849468,-2.0992920752364546,magenta
767.6074150025502,-0.2979813163926922,magenta
790.4101670692555,-0.2838571652193858,magenta
719.1593268503087,-0.30121788951948425,magenta
754.856709104968,-0.2686513720650256,magenta
677.0906498061953,-0.28499016811937755,magenta
700.3089047557664,-0.2708420912846285,magenta
634.7717765965427,-0.2815410772518371,magenta
709.2923808806298,-0.2469177965574578,magenta
679.0281589312741,-0.23235948640110113,magenta
618.2615869114037,-0.18440043536474543,magenta
592.1093531294629,2.583351831454578,magenta
626.3171764836743,2.5985647493095954,magenta
557.7585418191521,2.498131476215031,magenta
604.180727913465,2.489521606944698,magenta
651.9735394642697,2.504874497987975,magenta
583.1937179971654,2.4029922907527186,magenta
697.8896670145382,2.5371079986481795,magenta
686.1595521044478,2.4963751386269806,magenta
652.5720014367636,2.437098425589616,magenta
627.6657968561409,2.398546745639704,magenta
727.8269365706059,2.4843821862082787,magenta
675.1777078038673,2.420734423362296,magenta
714.7958572067557,2.455860326357497,magenta
711.1259290061822,2.4164714707231716,magenta
788.6736503374528,2.455503739117739,magenta
258.06847804279323,-0.6854490704040795,green
101.66081273528985,-1.494194368623171,green
215.64260587537092,-0.34713489313559953,green
106.58984031220268,-0.6962723899288229,green
124.32943820771467,-0.4886335011743366,green
92.15978078221401,-0.5022138175076178,green
75.6661761612388,-2.6098928330839852,green
67.69846894378082,-0.602458704966153,green
142.4974376049619,-0.258035289613431,green
101.75738521738931,-0.34446417039589067,green
121.25255690945076,-0.20230227845889653,green
32.85175088243752,-0.6685335027878002,green
69.53025276356843,-0.2822097638405801,green
278.8524032198459,-0.022819401982975773,green
101.87326204265491,-0.04283781002916079,green
140.79962866518827,-0.01678132085455028,green
18.7906142904003,0.03392275473203101,green
52.98313213278291,0.08763635033347784,green
126.01145767713147,0.06064520457063803,green
101.83722101337781,0.14423194262652256,green
234.3710660092773,0.07104679013414321,green
150.81466833172448,0.11721512108348249,green
63.87337758042241,0.3125028106086304,green
37.58380188821679,2.461425838125807,green
43.40571770942878,0.9632092990747332,green
116.79611803572774,2.8044310325186386,green
72.86690361634415,0.5588894400768191,green
101.28910453416026,0.4128278043730613,green
135.0422559352271,0.3923694637042175,green
124.23432234614027,0.6647686833191955,green
117.75307420253753,1.6151425808466038,green
181.81882449672614,0.710882647078221,green
217.07953753079326,0.8468625848080962,green
186.8462109336159,1.6846122839980386,green
354.7437895011245,0.5147202586153395,yellow
335.91526047572427,0.618021580080277,yellow
325.38247633994246,0.7285558431743749,yellow
340.61385424604305,0.7123782508178451,yellow
308.0005363358423,0.8126239505834537,yellow
327.7115568064589,0.7980372987656497,yellow
300.65826417003996,0.9504416390061157,yellow
322.60304389691305,0.914767238424462,yellow
295.753612636218,1.0785321105634058,yellow
