radius,angle,channel
8.88401329753627,-1.0209661837069035,black
8.739682647945711,-1.2025664581888802,black
9.665148927550556,-0.5092484117204283,black
9.7365691252105,-0.4588023980994317,black
8.892185848364887,-0.8463663271125607,black
9.072392783936156,-0.7195999747215763,black
8.466746500545574,-1.420782671006857,black
8.488052064313813,-1.81015934857132,black
9.28671340518089,-0.5638868966212066,black
9.520779255288813,-0.46715270759777844,black
8.498517491006066,-1.0180834942662018,black
8.22875528922815,-1.6045562711439458,black
8.241060512769575,-1.2795623351701688,black
8.14096705663231,-1.6279543893318933,black
8.345454431550742,-2.099710892684687,black
8.618476754216047,-0.7637015206093606,black
9.307872405921534,-0.4154761378508234,black
8.071242850621559,-1.9602757682175567,black
8.739670436341346,-0.587158401557464,black
7.895412082803374,-1.3597634925756454,black
8.3772148819385,-2.454838083440722,black
8.098246016455393,-0.8834556309742778,black
8.994439121980458,-0.42396677389846604,black
8.329112215532772,-0.6507402613504556,black
7.564862257380897,-1.6454688070612622,black
7.9364021424573705,-2.4090724088330866,black
8.51710682002117,-0.42427873824676626,black
8.237459951803894,-2.629758473811722,black
7.638107113208263,-0.7993895499565759,black
7.208772575391372,-2.208963567012549,black
8.520837388433195,-2.843673401220211,black
6.483427902376773,-1.1825276554387005,black
7.973071353159363,-0.3400925789874882,black
8.535306344146225,-0.22235088945584752,black
7.5318718801871745,-2.829544537439272,black
7.364202711592929,-0.24407942412203257,black
8.246259466660614,-3.0828862712705423,black
6.7446160371708475,-3.0966674533731537,black
8.633531677853682,3.131057032127181,black
6.72067593940416,0.10624147064523914,black
4.361295515206099,0.7616482943215126,black
8.001198722201126,2.8600561107941935,black
6.631083523331424,1.9986438386348027,black
7.3979070997391885,2.520198443076512,black
8.620811120713244,2.8419934806147396,black
8.074528998505787,2.5327016726186877,black
8.937889351737,2.7653765360771634,black
7.614685010865943,1.975237203023131,black
8.52001816208754,2.6191399122103443,black
8.27734839296309,2.1981492123255224,black
9.019793843020656,2.582820804089618,black
8.740472424929294,2.399095631746894,black
9.297491115979438,2.4868526600890273,black
9.117260995436913,2.3421137089900923,black
9.498545786749348,2.478636430749622,black
9.33024564940886,2.3495391554998344,black
9.634968827362394,2.370372457286085,black
9.713627702808168,2.4159737763611986,black
9.893260230328341,2.4045012733746303,black
8.88138592842306,-0.6726154764049619,cyan
8.721183836252331,-0.7635167586264512,cyan
8.52712354063427,-0.8735706389176544,cyan
8.804857254176811,-0.675991749669164,cyan
8.579217869750073,-0.7575548401570229,cyan
8.36744116716793,-0.9054619972245156,cyan
8.845230672901652,-0.5872179651322713,cyan
